transaction_id,customer_id,product_id,store_id,quantity,discount_percent,sale_date
261,4967,892,7,-1,5,26-05-2024
262,436,224,17,2,20,20-02-2020
263,2985,392,32,9,15,11-01-2019
264,2427,569,14,8,20,14-07-2022
265,778,479,36,-1,10,28-02-2024
266,1388,441,28,5,5,30-08-2023
267,3845,638,14,10,10,20-06-2024
268,3802,113,29,7,0,31-10-2023
269,4662,915,7,6,15,05-07-2019
270,59,386,45,9,,14-04-2019
271,3471,460,21,9,,27-09-2019
272,2172,723,3,3,,11-09-2019
273,680,785,42,5,5,03-06-2019
274,3294,497,4,5,,19-08-2023
275,2852,976,49,8,,08-10-2021
276,4661,874,38,3,15,14-07-2019
277,1714,658,50,-1,10,29-06-2021
278,466,195,3,1,,13-11-2023
279,3783,554,31,1,15,23-06-2022
280,2245,304,25,5,10,25-04-2023
281,2084,234,9,5,20,03-06-2021
282,3534,654,7,7,5,06-04-2022
283,1669,894,18,-1,5,10-01-2020
284,1905,544,42,-1,50,10-07-2020
285,3948,240,45,2,50,15-09-2023
286,3463,351,27,-1,0,11-03-2021
287,1088,488,9,1,15,04-05-2021
288,2207,998,18,10,,14-07-2021
289,4973,715,16,-1,5,20-01-2020
290,4943,941,19,9,,23-09-2022
291,1208,658,24,-1,20,09-03-2023
292,2858,518,8,7,5,21-11-2020
293,1163,691,18,10,15,08-03-2024
294,452,565,37,4,0,18-07-2023
295,244,340,37,7,10,26-01-2021
296,2508,53,31,4,0,28-01-2021
297,1551,383,27,-1,10,10-05-2019
298,954,951,29,5,10,14-04-2022
299,4628,609,49,9,5,18-05-2020
300,3579,893,35,1,50,29-09-2022
301,677,27,37,1,0,16-12-2019
302,4980,823,41,-1,10,26-12-2019
303,719,97,47,2,5,03-10-2019
304,2904,3,3,1,5,27-12-2020
305,4271,929,26,8,0,01-01-2020
306,359,616,25,6,20,16-04-2021
307,1395,709,50,4,10,03-08-2019
308,154,829,16,9,,20-06-2022
309,1564,966,27,5,,13-12-2023
310,3358,386,25,5,,25-09-2021
311,3832,217,35,8,,07-01-2024
312,2968,913,6,8,,25-04-2024
313,2508,349,24,1,0,07-11-2022
314,2732,64,37,4,15,15-10-2023
315,1158,959,48,5,,28-01-2024
316,4440,362,27,9,5,02-12-2021
317,3327,363,10,3,50,11-10-2023
318,3435,578,9,5,5,07-09-2019
319,1439,161,45,-1,0,07-10-2021
320,3934,340,4,8,,22-06-2021
321,4245,809,39,1,15,19-12-2021
322,2870,891,30,10,15,02-09-2020
323,1835,156,2,2,,19-11-2021
324,263,440,25,5,0,11-09-2019
325,1577,322,29,-1,,08-09-2023
326,1339,864,37,-1,10,17-06-2024
327,3081,807,46,8,50,25-06-2019
328,2783,550,18,10,10,03-04-2024
329,4300,154,49,3,0,04-01-2024
330,4372,418,9,3,5,16-12-2021
331,2491,278,25,7,,25-03-2024
332,2156,743,24,5,,07-02-2021
333,4385,915,43,8,5,02-05-2022
334,1905,686,34,6,10,22-07-2019
335,3777,569,11,10,15,12-07-2022
336,1156,697,34,9,,22-05-2019
337,3732,837,18,7,20,13-08-2019
338,1158,742,14,4,10,21-12-2019
339,1303,148,25,-1,0,24-10-2020
340,358,862,46,7,10,10-10-2020
341,1805,574,19,3,,05-11-2022
342,38,265,13,-1,10,08-03-2021
343,3921,209,13,9,50,06-01-2019
344,4101,59,15,9,,11-12-2023
345,4234,599,30,4,0,24-04-2022
346,1060,96,14,7,,19-04-2022
347,3064,68,46,7,50,18-03-2023
348,2532,462,3,4,5,25-12-2023
349,1570,807,8,3,15,12-03-2024
350,237,613,19,7,15,17-07-2021
351,4842,947,9,7,5,12-06-2019
352,1025,778,49,-1,0,12-05-2024
353,3235,902,25,9,15,12-01-2024
354,4252,774,12,7,,16-05-2024
355,4917,333,31,-1,20,10-12-2022
356,4232,127,48,2,15,20-05-2023
357,1008,495,4,6,,15-11-2019
358,2688,728,23,6,,31-07-2022
359,4228,146,7,8,10,30-01-2021
360,3546,988,15,8,15,06-02-2024
361,2004,649,47,4,10,08-05-2022
362,3635,520,43,-1,50,26-07-2019
363,4755,132,32,7,15,24-10-2022
364,36,960,15,-1,10,24-04-2024
365,2566,878,29,-1,,20-05-2021
366,4174,452,48,4,0,13-05-2024
367,1409,621,10,-1,10,31-07-2021
368,859,30,45,10,50,11-05-2019
369,2762,184,13,1,50,04-02-2021
370,2312,162,2,1,5,09-06-2021
371,1461,460,40,2,20,18-01-2019
372,2117,874,1,-1,50,24-01-2023
373,1213,991,43,10,0,03-06-2021
374,4022,61,31,10,,25-03-2024
375,4190,230,17,-1,5,08-10-2021
376,166,554,48,9,15,08-03-2020
377,1973,858,25,5,15,04-06-2023
378,392,389,6,2,0,13-09-2023
379,1311,29,42,10,0,04-01-2023
380,3983,977,7,8,20,31-07-2023
381,352,559,1,8,0,13-06-2024
382,3369,982,7,-1,10,12-06-2021
383,1079,998,42,7,0,20-04-2022
384,3204,522,25,3,0,16-04-2020
385,1615,659,5,5,10,14-11-2019
386,4298,179,14,9,50,10-02-2021
387,495,650,16,-1,15,06-09-2021
388,246,163,45,2,,10-02-2021
389,4777,689,43,3,0,15-11-2019
390,51,960,9,3,20,31-03-2019
391,307,138,11,8,10,31-08-2022
392,351,595,8,-1,20,14-09-2021
393,3994,55,31,9,15,09-03-2021
394,3400,396,15,-1,0,13-05-2019
395,748,483,47,-1,5,21-06-2021
396,779,462,10,3,20,21-12-2022
397,3827,680,5,4,,06-07-2023
398,1752,598,10,-1,0,19-01-2021
399,3301,10,14,8,5,06-07-2019
400,552,619,21,10,20,09-06-2023
401,2482,119,27,8,10,18-02-2020
402,534,769,18,4,10,01-12-2019
403,4020,154,4,1,15,28-08-2021
404,522,942,23,5,15,22-08-2021
405,4793,293,47,5,0,05-10-2020
406,4064,322,50,7,0,22-04-2024
407,14,289,38,7,10,25-11-2022
408,3891,229,47,8,0,01-10-2021
409,3037,558,34,7,,26-05-2020
410,2381,270,44,9,50,16-01-2024
411,3905,1,40,2,,06-11-2023
412,4539,192,1,7,10,28-11-2019
413,4665,242,31,9,0,10-03-2023
414,2484,593,6,7,15,08-08-2019
415,2180,284,20,9,10,21-03-2022
416,1799,751,50,-1,10,01-11-2021
417,3124,496,27,-1,10,22-01-2022
418,3495,531,29,8,0,06-10-2022
419,12,257,6,1,15,31-12-2023
420,2435,834,30,9,10,09-05-2024
421,4623,973,13,10,,15-05-2023
422,2469,7,7,-1,5,11-04-2024
423,3849,471,11,3,50,25-03-2019
424,4865,24,48,5,20,17-07-2021
425,1628,7,12,3,0,13-11-2022
426,4849,447,18,2,0,10-01-2023
427,306,797,3,3,,02-12-2022
428,725,127,5,5,0,23-10-2020
429,3489,570,4,6,5,29-12-2019
430,1742,63,2,8,,09-07-2022
431,2294,279,48,-1,,16-11-2023
432,4703,870,44,-1,50,22-09-2020
433,3643,497,29,4,0,02-09-2023
434,927,790,25,10,50,08-03-2023
435,3251,544,22,9,5,05-06-2023
436,2238,263,2,6,,26-08-2023
437,3384,722,34,4,15,17-12-2019
438,513,643,47,10,,26-10-2022
439,4998,222,33,5,20,06-05-2024
440,833,573,43,-1,0,05-07-2022
441,4964,488,9,10,5,01-06-2024
442,624,232,23,9,20,10-05-2022
443,4284,41,16,9,15,05-04-2024
444,2048,963,28,-1,20,07-05-2020
445,2019,198,4,9,5,19-05-2022
446,3465,948,41,10,0,16-02-2019
447,3672,701,20,10,50,09-06-2019
448,2754,734,21,8,20,17-11-2023
449,2028,55,22,-1,20,15-09-2022
450,4132,604,44,1,50,08-04-2024
451,4704,822,47,5,0,23-03-2020
452,2318,335,22,-1,5,25-10-2022
453,1572,289,10,7,5,15-03-2022
454,1433,927,30,7,,29-11-2019
455,1140,935,36,9,50,27-11-2019
456,2297,534,20,9,0,04-04-2023
457,3755,32,33,8,20,08-04-2020
458,4719,927,30,9,50,29-09-2019
459,2864,47,32,1,15,21-12-2023
460,394,898,39,8,5,10-10-2023
461,33,638,26,2,15,15-10-2021
462,1027,874,43,-1,,26-02-2019
463,2944,366,14,5,15,09-11-2023
464,2950,470,14,9,15,10-05-2022
465,3263,949,12,2,50,18-03-2022
466,2578,108,26,-1,0,10-03-2024
467,1593,934,18,8,15,03-09-2019
468,2560,344,47,10,5,23-06-2022
469,2901,125,6,1,5,11-03-2019
470,3795,915,33,7,,17-08-2022
471,4153,715,22,6,0,01-08-2020
472,1685,773,47,4,,23-10-2022
473,2710,803,49,4,,23-05-2024
474,1516,485,15,8,0,17-02-2020
475,3014,212,18,2,,13-07-2023
476,3044,802,12,8,50,17-08-2019
477,1814,735,44,-1,5,18-09-2023
478,2173,651,7,5,5,22-12-2021
479,656,875,45,-1,50,05-11-2020
480,3257,515,8,8,5,04-04-2022
481,3725,7,46,10,50,25-11-2023
482,244,364,28,-1,,18-03-2022
483,3583,440,5,10,20,26-04-2024
484,2724,730,10,10,15,08-07-2023
485,1955,578,4,9,15,23-12-2022
486,3271,364,1,7,5,24-12-2021
487,1370,473,5,1,5,21-06-2020
488,2417,785,1,4,,18-05-2019
489,170,406,18,1,5,10-05-2024
490,290,83,8,3,5,31-12-2022
491,3542,997,16,1,20,19-08-2019
492,3411,842,26,7,,29-05-2022
493,4360,114,9,9,0,20-12-2021
494,4323,626,36,10,20,21-07-2020
495,4027,729,35,-1,0,26-09-2022
496,2245,782,40,-1,,09-04-2021
497,2091,575,26,-1,,14-05-2020
498,1930,169,1,3,5,15-08-2021
499,4110,682,19,10,20,17-07-2022
500,2996,306,22,10,,01-03-2024
501,2022,451,13,10,20,24-08-2021
502,1818,526,24,3,15,13-11-2019
503,2337,482,7,2,0,19-09-2021
504,3380,909,41,-1,15,07-11-2019
505,1768,706,47,6,20,09-01-2021
506,815,931,5,3,15,31-01-2024
507,786,548,47,-1,10,15-01-2021
508,4994,645,30,-1,0,23-06-2022
509,3114,885,12,6,50,29-01-2020
510,4813,734,49,-1,50,09-02-2022
511,2481,954,34,9,,24-06-2021
512,1990,785,41,1,5,05-10-2022
513,3764,562,43,1,15,19-01-2023
514,1293,326,5,1,5,04-09-2019
515,2222,477,11,-1,20,08-02-2020
516,2969,388,32,-1,10,01-07-2020
517,4957,791,26,8,,22-02-2023
518,2702,701,33,10,15,20-02-2024
519,3446,361,44,6,5,10-10-2021
520,4232,598,24,7,5,23-09-2022
521,2335,980,28,7,20,25-07-2020
522,3182,939,46,3,15,28-02-2023
523,4722,763,39,-1,,05-05-2020
524,3158,174,16,5,,18-10-2019
525,4986,402,47,7,,17-05-2019
526,1033,630,42,9,5,17-05-2023
527,4009,531,1,9,50,06-01-2023
528,2474,746,37,-1,15,14-02-2023
529,39,273,15,2,10,12-01-2023
530,2669,192,3,7,5,03-06-2021
531,4438,674,40,8,,06-09-2023
532,4106,614,28,10,,26-10-2020
533,2716,866,39,3,50,13-10-2020
534,1121,668,44,3,15,17-03-2020
535,1393,588,49,3,50,06-04-2024
536,1244,266,47,9,50,10-08-2022
537,1967,165,24,2,10,06-11-2020
538,2000,666,15,9,15,28-07-2019
539,3024,353,39,2,0,02-08-2023
540,3358,188,21,6,5,17-03-2020
541,3157,20,40,-1,0,24-11-2021
542,4358,116,28,9,10,26-03-2023
543,2503,44,40,3,,06-11-2021
544,333,276,14,10,10,03-02-2022
545,3382,321,40,8,0,19-06-2022
546,3814,213,18,8,10,23-01-2023
547,4380,924,13,4,20,06-09-2022
548,1504,65,17,8,10,15-11-2022
549,1236,291,41,5,,18-03-2022
550,2053,881,31,3,5,30-03-2021
551,836,789,21,8,,08-11-2022
552,3396,64,34,-1,5,24-07-2020
553,378,97,30,1,0,17-10-2021
554,2027,650,45,2,15,02-03-2022
555,108,256,2,8,5,19-11-2019
556,1467,255,25,3,15,06-09-2020
557,3460,467,35,6,20,09-01-2024
558,1082,974,26,6,,08-08-2022
559,1713,52,30,6,,04-09-2021
560,781,939,45,9,10,15-05-2022
561,4579,422,12,5,0,26-03-2023
562,3064,918,21,4,0,18-04-2021
563,2639,500,11,2,,19-12-2022
564,1604,756,11,1,50,01-11-2019
565,1738,39,27,-1,10,15-03-2022
566,2002,387,34,9,20,06-09-2019
567,4733,120,22,10,10,12-06-2021
568,2909,416,34,6,,02-11-2022
569,4064,175,1,6,50,13-11-2023
570,1447,954,29,2,5,24-09-2020
571,1441,170,6,5,,05-06-2019
572,4456,309,8,3,,30-06-2021
573,4923,853,42,-1,0,10-01-2022
574,3611,401,9,-1,20,30-09-2022
575,64,636,15,1,0,16-09-2020
576,1617,789,38,6,5,04-07-2023
577,127,760,1,7,15,29-11-2023
578,1676,1000,46,1,10,26-03-2021
579,597,928,14,10,10,09-11-2023
580,4981,697,16,9,,29-03-2021
581,775,890,15,2,0,11-11-2019
582,2933,434,35,4,15,09-06-2019
583,670,244,22,1,,10-05-2022
584,2049,902,21,8,0,19-11-2021
585,1482,295,35,10,,15-12-2020
586,3614,351,40,4,,25-04-2024
587,60,803,15,1,10,09-04-2023
588,1883,416,1,7,,14-02-2020
589,632,588,20,2,5,24-02-2021
590,413,629,38,9,,05-12-2021
591,2456,174,38,9,20,27-05-2019
592,3377,826,48,-1,5,23-07-2020
593,2391,59,37,2,,29-03-2022
594,3260,337,2,1,10,30-04-2022
595,3418,927,46,4,,14-01-2021
596,2701,946,25,3,20,15-05-2021
597,4472,939,9,7,0,11-01-2021
598,4855,677,31,-1,,18-01-2024
599,4061,805,45,-1,20,17-09-2021
600,3309,850,30,-1,0,24-05-2020
601,1978,77,18,3,0,08-10-2023
602,3011,936,37,-1,5,02-04-2023
603,1659,969,45,1,20,14-11-2022
604,501,687,30,1,10,07-01-2019
605,4915,998,30,-1,20,09-03-2021
606,1120,47,26,10,10,12-03-2024
607,680,973,23,7,,26-09-2021
608,4420,966,19,10,,21-12-2023
609,4114,302,15,8,15,08-09-2020
610,418,369,6,3,20,04-11-2022
611,4378,633,12,1,0,11-10-2023
612,349,822,18,7,5,25-05-2021
613,3667,739,26,8,,28-03-2019
614,2144,91,17,8,20,08-09-2020
615,3667,158,48,-1,5,26-03-2023
616,135,935,32,9,20,03-02-2023
617,3272,211,19,7,,04-04-2022
618,3310,439,24,5,5,05-10-2019
619,364,697,29,6,,23-01-2022
620,2991,942,42,10,,29-12-2019
621,1521,764,6,9,50,04-08-2023
622,1167,203,20,7,20,14-04-2021
623,2870,863,12,2,50,22-04-2022
624,1764,757,32,-1,10,27-01-2023
625,3407,510,20,2,5,02-02-2022
626,1264,15,18,-1,50,18-05-2024
627,1324,348,46,1,0,07-12-2021
628,4662,658,47,3,20,23-07-2021
629,2953,513,45,5,,02-07-2023
630,1969,931,44,-1,,02-06-2021
631,761,530,38,10,,12-02-2023
632,4486,55,43,2,15,29-07-2023
633,1296,630,5,2,20,16-08-2021
634,1700,903,49,2,0,10-11-2022
635,3914,745,26,-1,50,29-11-2022
636,3619,526,17,10,15,06-08-2021
637,4275,959,45,2,0,15-05-2022
638,375,115,13,-1,0,25-05-2023
639,984,209,41,2,0,14-09-2022
640,2837,596,49,10,,06-04-2022
641,713,920,24,2,5,31-01-2023
642,113,604,19,8,50,04-06-2021
643,504,230,12,-1,0,29-12-2023
644,3005,747,50,4,5,07-01-2021
645,4022,77,4,-1,15,11-02-2019
646,3336,573,37,-1,,31-01-2022
647,682,310,30,-1,,09-09-2019
648,3214,676,5,4,15,15-02-2021
649,2961,132,41,10,50,21-02-2019
650,4328,969,32,5,0,07-08-2020
651,448,934,29,-1,50,03-02-2021
652,2853,716,2,7,10,13-04-2021
653,3684,90,4,8,50,06-06-2023
654,1772,292,25,7,20,21-10-2020
655,965,794,50,-1,,12-07-2021
656,882,251,27,4,20,24-07-2019
657,1508,151,15,7,15,20-01-2024
658,656,238,41,1,20,06-06-2024
659,3459,228,22,2,15,16-01-2020
660,1110,918,30,1,10,18-12-2021
661,1930,482,42,1,5,07-10-2023
662,1659,329,3,-1,20,03-03-2022
663,3958,409,49,10,,27-08-2019
664,1024,746,21,6,0,04-04-2023
665,3141,645,48,9,,18-03-2024
666,3606,5,4,3,20,15-07-2023
667,921,486,16,10,50,29-09-2019
668,2246,705,22,-1,,08-12-2021
669,1668,642,15,6,50,22-06-2023
670,758,720,33,1,15,18-11-2022
671,1272,464,24,-1,,28-03-2024
672,1685,913,15,-1,,27-01-2022
673,3715,765,45,3,15,24-07-2020
674,1844,476,40,-1,15,18-08-2022
675,2393,234,2,1,,22-03-2020
676,384,17,47,7,10,21-09-2022
677,2326,919,18,9,5,23-04-2022
678,3519,116,9,10,15,11-10-2021
679,1645,92,29,10,10,29-10-2019
680,2479,347,20,5,0,31-07-2021
681,4520,681,32,4,5,12-05-2022
682,331,170,2,6,,01-02-2023
683,1341,693,42,3,15,02-12-2021
684,2554,418,28,-1,15,07-03-2020
685,676,637,11,10,50,21-08-2021
686,3516,529,15,8,0,26-01-2020
687,2299,267,33,7,0,27-01-2021
688,1431,384,3,-1,20,27-01-2020
689,4696,971,27,8,15,08-11-2020
690,2418,509,12,6,,27-09-2022
691,2013,133,10,8,50,14-05-2023
692,4888,392,32,-1,15,19-03-2021
693,2761,988,33,1,,29-01-2019
694,3255,351,9,7,0,03-04-2021
695,3469,699,25,-1,,20-08-2023
696,2923,105,11,2,,01-04-2021
697,1041,715,38,5,20,15-05-2023
698,1220,148,43,7,,06-04-2021
699,1635,462,25,5,,18-03-2021
700,2308,647,32,-1,0,14-07-2021
701,576,942,38,7,20,22-08-2022
702,4437,619,32,6,20,02-11-2022
703,1686,358,1,2,20,10-11-2020
704,3671,916,49,1,5,10-03-2023
705,3608,164,15,6,10,26-06-2020
